dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate
25,255,1.0,0.0,0.04,0.04,0.0,0.01,0.0,0.0
35,255,1.0,0.0,0.03,0.04,0.0,0.01,0.0,0.0
9,255,1.0,0.0,0.11,0.04,0.0,0.01,0.0,0.0
19,255,1.0,0.0,0.05,0.04,0.0,0.01,0.0,0.0
29,255,1.0,0.0,0.03,0.04,0.0,0.01,0.0,0.0
39,255,1.0,0.0,0.03,0.04,0.0,0.01,0.0,0.0
49,255,1.0,0.0,0.02,0.04,0.0,0.01,0.0,0.0
59,255,1.0,0.0,0.02,0.04,0.0,0.01,0.0,0.0
69,255,1.0,0.0,0.01,0.04,0.0,0.01,0.0,0.0
79,255,1.0,0.0,0.01,0.04,0.0,0.01,0.0,0.0
89,255,1.0,0.0,0.01,0.04,0.0,0.01,0.0,0.0
99,255,1.0,0.0,0.01,0.04,0.0,0.01,0.0,0.0
109,255,1.0,0.0,0.01,0.04,0.0,0.0,0.0,0.0
119,255,1.0,0.0,0.01,0.04,0.0,0.0,0.0,0.0
129,255,1.0,0.0,0.01,0.04,0.0,0.0,0.0,0.0
139,255,1.0,0.0,0.01,0.04,0.0,0.0,0.0,0.0
149,255,1.0,0.0,0.01,0.04,0.0,0.0,0.0,0.0
159,255,1.0,0.0,0.01,0.03,0.0,0.0,0.0,0.0
169,255,1.0,0.0,0.01,0.03,0.0,0.0,0.0,0.0
179,255,1.0,0.0,0.01,0.03,0.0,0.0,0.0,0.0
189,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0
199,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0
209,255,1.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0
219,255,1.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
229,255,1.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
239,255,1.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
249,255,1.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,255,1.0,0.0,0.12,0.01,0.0,0.0,0.0,0.0
18,255,1.0,0.0,0.06,0.01,0.0,0.0,0.0,0.0
28,255,1.0,0.0,0.04,0.01,0.0,0.0,0.0,0.0
2,255,1.0,0.0,0.5,0.02,0.0,0.0,0.0,0.0
9,255,1.0,0.0,0.11,0.02,0.0,0.0,0.0,0.0
19,255,1.0,0.0,0.05,0.02,0.0,0.0,0.0,0.0
1,255,1.0,0.0,1.0,0.03,0.0,0.0,0.0,0.0
5,255,1.0,0.0,0.2,0.04,0.0,0.0,0.0,0.0
15,255,1.0,0.0,0.07,0.04,0.0,0.0,0.0,0.0
25,255,1.0,0.0,0.04,0.04,0.0,0.0,0.0,0.0
3,255,1.0,0.0,0.33,0.04,0.0,0.0,0.0,0.0
13,255,1.0,0.0,0.08,0.04,0.0,0.0,0.0,0.0
9,255,1.0,0.0,0.11,0.04,0.0,0.0,0.0,0.0
19,255,1.0,0.0,0.05,0.04,0.0,0.0,0.0,0.0
4,255,1.0,0.0,0.25,0.05,0.0,0.0,0.0,0.0
3,255,1.0,0.0,0.33,0.05,0.0,0.0,0.0,0.0
5,255,1.0,0.0,0.2,0.05,0.0,0.0,0.0,0.0
15,255,1.0,0.0,0.07,0.05,0.0,0.0,0.0,0.0
6,255,1.0,0.0,0.17,0.06,0.17,0.0,0.0,0.0
16,255,1.0,0.0,0.06,0.06,0.06,0.0,0.0,0.0
26,255,1.0,0.0,0.04,0.06,0.04,0.0,0.0,0.0
4,255,1.0,0.0,0.25,0.06,0.0,0.0,0.0,0.0
14,255,1.0,0.0,0.07,0.06,0.0,0.0,0.0,0.0
4,255,1.0,0.0,0.25,0.07,0.0,0.0,0.0,0.0
6,255,1.0,0.0,0.17,0.08,0.0,0.0,0.0,0.0
16,255,1.0,0.0,0.06,0.07,0.0,0.0,0.0,0.0
26,255,1.0,0.0,0.04,0.07,0.0,0.0,0.0,0.0
36,255,1.0,0.0,0.03,0.07,0.0,0.0,0.03,0.0
46,255,1.0,0.0,0.02,0.07,0.0,0.0,0.02,0.0
4,255,1.0,0.0,0.25,0.07,0.0,0.0,0.0,0.0
9,255,1.0,0.0,0.11,0.07,0.0,0.0,0.0,0.0
10,255,1.0,0.0,0.1,0.07,0.0,0.0,0.0,0.0
4,255,1.0,0.0,0.25,0.07,0.0,0.0,0.0,0.0
3,255,1.0,0.0,0.33,0.07,0.0,0.0,0.0,0.0
13,255,1.0,0.0,0.08,0.07,0.0,0.0,0.0,0.0
23,255,1.0,0.0,0.04,0.07,0.0,0.0,0.0,0.0
33,255,1.0,0.0,0.03,0.07,0.0,0.0,0.0,0.0
43,255,1.0,0.0,0.02,0.06,0.0,0.0,0.0,0.0
53,255,1.0,0.0,0.02,0.06,0.0,0.0,0.0,0.0
63,255,1.0,0.0,0.02,0.06,0.0,0.0,0.0,0.0
73,255,1.0,0.0,0.01,0.06,0.0,0.0,0.0,0.0
83,255,1.0,0.0,0.01,0.05,0.0,0.0,0.0,0.0
93,255,1.0,0.0,0.01,0.05,0.0,0.0,0.0,0.0
103,255,1.0,0.0,0.01,0.05,0.0,0.0,0.0,0.0
113,255,1.0,0.0,0.01,0.05,0.0,0.0,0.0,0.0
123,255,1.0,0.0,0.01,0.05,0.0,0.0,0.01,0.01
133,255,1.0,0.0,0.01,0.05,0.0,0.0,0.01,0.01
143,255,1.0,0.0,0.01,0.04,0.0,0.0,0.01,0.01
153,255,1.0,0.0,0.01,0.04,0.0,0.0,0.01,0.01
163,255,1.0,0.0,0.01,0.03,0.0,0.0,0.01,0.01
173,255,1.0,0.0,0.01,0.03,0.0,0.0,0.01,0.01
183,255,1.0,0.0,0.01,0.03,0.0,0.0,0.01,0.01
193,255,1.0,0.0,0.01,0.03,0.0,0.0,0.01,0.01
203,255,1.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0
213,255,1.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0
223,255,1.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0
233,255,1.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
243,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0
253,255,1.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,255,1.0,0.0,0.17,0.01,0.0,0.0,0.0,0.0
16,255,1.0,0.0,0.06,0.01,0.0,0.0,0.0,0.0
10,255,1.0,0.0,0.1,0.01,0.0,0.0,0.0,0.0
6,255,1.0,0.0,0.17,0.02,0.0,0.0,0.0,0.0
3,255,1.0,0.0,0.33,0.02,0.0,0.0,0.0,0.0
10,255,1.0,0.0,0.1,0.02,0.0,0.0,0.0,0.0
4,255,1.0,0.0,0.25,0.03,0.0,0.0,0.0,0.0
14,255,1.0,0.0,0.07,0.03,0.0,0.0,0.0,0.0
24,255,1.0,0.0,0.04,0.03,0.0,0.0,0.0,0.0
34,255,1.0,0.0,0.03,0.03,0.0,0.0,0.0,0.0
44,255,1.0,0.0,0.02,0.03,0.0,0.0,0.0,0.0
2,255,1.0,0.0,0.5,0.03,0.0,0.0,0.0,0.0
10,255,1.0,0.0,0.1,0.04,0.0,0.0,0.0,0.0
20,255,1.0,0.0,0.05,0.04,0.0,0.0,0.0,0.0
30,255,1.0,0.0,0.03,0.04,0.0,0.0,0.0,0.0
8,255,1.0,0.0,0.12,0.04,0.0,0.0,0.0,0.0
4,255,1.0,0.0,0.25,0.04,0.0,0.0,0.0,0.0
4,255,1.0,0.0,0.25,0.05,0.0,0.0,0.0,0.0
14,255,1.0,0.0,0.07,0.05,0.0,0.0,0.0,0.0
24,255,1.0,0.0,0.04,0.05,0.0,0.0,0.0,0.0
10,255,1.0,0.0,0.1,0.05,0.0,0.0,0.1,0.0
20,255,1.0,0.0,0.05,0.05,0.0,0.0,0.05,0.0
3,255,1.0,0.0,0.33,0.05,0.0,0.0,0.0,0.0
5,255,1.0,0.0,0.2,0.06,0.0,0.0,0.0,0.0
9,255,1.0,0.0,0.11,0.06,0.0,0.0,0.0,0.0
8,255,1.0,0.0,0.12,0.06,0.0,0.0,0.0,0.0
18,255,1.0,0.0,0.06,0.06,0.0,0.0,0.0,0.0
28,255,1.0,0.0,0.04,0.06,0.0,0.0,0.04,0.01
38,255,1.0,0.0,0.03,0.05,0.0,0.0,0.03,0.01
1,255,1.0,0.0,1.0,0.06,0.0,0.0,0.0,0.01
9,255,1.0,0.0,0.11,0.06,0.0,0.0,0.0,0.01
9,255,1.0,0.0,0.11,0.06,0.0,0.0,0.0,0.01
19,255,1.0,0.0,0.05,0.06,0.0,0.0,0.0,0.01
29,255,1.0,0.0,0.03,0.06,0.0,0.0,0.0,0.01
39,255,1.0,0.0,0.03,0.06,0.0,0.0,0.0,0.01
4,255,1.0,0.0,0.25,0.07,0.0,0.0,0.0,0.01
14,255,1.0,0.0,0.07,0.07,0.0,0.0,0.0,0.01
24,255,1.0,0.0,0.04,0.06,0.0,0.0,0.0,0.01
34,255,1.0,0.0,0.03,0.06,0.0,0.0,0.0,0.01
44,255,1.0,0.0,0.02,0.06,0.0,0.0,0.0,0.01
54,255,1.0,0.0,0.02,0.05,0.0,0.0,0.0,0.01
64,255,1.0,0.0,0.02,0.05,0.0,0.0,0.0,0.01
74,255,1.0,0.0,0.01,0.05,0.0,0.0,0.0,0.01
2,255,1.0,0.0,0.5,0.06,0.0,0.0,0.0,0.01
12,255,1.0,0.0,0.08,0.06,0.0,0.0,0.0,0.01
1,255,1.0,0.0,1.0,0.08,0.0,0.01,0.0,0.0
9,255,1.0,0.0,0.11,0.08,0.0,0.01,0.0,0.0
19,255,1.0,0.0,0.05,0.08,0.0,0.01,0.0,0.0
7,255,1.0,0.0,0.14,0.08,0.0,0.01,0.0,0.0
17,255,1.0,0.0,0.06,0.07,0.0,0.01,0.0,0.0
27,255,1.0,0.0,0.04,0.07,0.0,0.01,0.0,0.0
37,255,1.0,0.0,0.03,0.07,0.0,0.01,0.0,0.0
47,255,1.0,0.0,0.02,0.07,0.0,0.01,0.0,0.0
57,255,1.0,0.0,0.02,0.07,0.0,0.01,0.0,0.0
67,255,1.0,0.0,0.01,0.07,0.0,0.01,0.0,0.0
77,255,1.0,0.0,0.01,0.06,0.0,0.0,0.0,0.0
87,255,1.0,0.0,0.01,0.05,0.0,0.0,0.0,0.0
97,255,1.0,0.0,0.01,0.05,0.0,0.0,0.0,0.0
3,255,1.0,0.0,0.33,0.06,0.0,0.0,0.0,0.0
13,255,1.0,0.0,0.08,0.06,0.0,0.0,0.0,0.0
7,255,1.0,0.0,0.14,0.06,0.0,0.0,0.0,0.0
17,255,1.0,0.0,0.06,0.05,0.06,0.01,0.0,0.0
27,255,1.0,0.0,0.04,0.05,0.04,0.01,0.0,0.0
37,255,1.0,0.0,0.03,0.05,0.03,0.01,0.0,0.0
47,255,1.0,0.0,0.02,0.05,0.02,0.01,0.0,0.0
57,255,1.0,0.0,0.02,0.05,0.02,0.01,0.0,0.0
3,255,1.0,0.0,0.33,0.06,0.0,0.01,0.0,0.0
13,255,1.0,0.0,0.08,0.06,0.0,0.01,0.0,0.0
23,255,1.0,0.0,0.04,0.05,0.0,0.01,0.0,0.0
7,255,1.0,0.0,0.14,0.05,0.0,0.01,0.0,0.0
17,255,1.0,0.0,0.06,0.04,0.0,0.0,0.0,0.0
27,255,1.0,0.0,0.04,0.03,0.0,0.0,0.0,0.0
1,255,1.0,0.0,1.0,0.04,0.0,0.0,0.0,0.0
10,255,1.0,0.0,0.1,0.04,0.0,0.0,0.0,0.0
9,255,1.0,0.0,0.11,0.05,0.0,0.0,0.0,0.0
19,255,1.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0
29,255,1.0,0.0,0.03,0.05,0.0,0.0,0.0,0.0
3,255,1.0,0.0,0.33,0.06,0.0,0.0,0.0,0.0
2,2,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
1,12,1.0,0.0,1.0,0.17,0.0,0.0,0.0,0.0
11,22,1.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0
21,32,1.0,0.0,0.05,0.06,0.0,0.0,0.0,0.0
31,42,1.0,0.0,0.03,0.05,0.0,0.0,0.0,0.0
41,52,1.0,0.0,0.02,0.04,0.0,0.0,0.0,0.0
51,62,1.0,0.0,0.02,0.03,0.0,0.0,0.0,0.0
61,72,1.0,0.0,0.02,0.03,0.0,0.0,0.0,0.0
2,82,1.0,0.0,0.5,0.04,0.0,0.0,0.0,0.0
12,92,1.0,0.0,0.08,0.03,0.0,0.0,0.0,0.0
22,102,1.0,0.0,0.05,0.03,0.0,0.0,0.0,0.0
32,112,1.0,0.0,0.03,0.03,0.0,0.0,0.0,0.0
42,122,1.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0
52,132,1.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0
62,142,1.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0
72,152,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0
82,162,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0
92,172,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0
102,182,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0
112,192,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0
122,202,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0
132,212,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0
142,222,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0
152,232,1.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0
3,242,1.0,0.0,0.33,0.02,0.0,0.0,0.0,0.0
5,252,1.0,0.0,0.2,0.02,0.0,0.0,0.0,0.0
3,255,1.0,0.0,0.33,0.03,0.0,0.0,0.0,0.0
2,255,1.0,0.0,0.5,0.03,0.0,0.0,0.0,0.0
12,255,1.0,0.0,0.08,0.03,0.0,0.0,0.0,0.0
22,255,1.0,0.0,0.05,0.03,0.0,0.0,0.0,0.0
32,255,1.0,0.0,0.03,0.03,0.0,0.0,0.0,0.0
4,255,1.0,0.0,0.25,0.03,0.0,0.0,0.0,0.0
14,255,1.0,0.0,0.07,0.03,0.0,0.0,0.0,0.0
24,255,1.0,0.0,0.04,0.03,0.0,0.0,0.0,0.0
34,255,1.0,0.0,0.03,0.03,0.0,0.0,0.0,0.0
8,255,1.0,0.0,0.12,0.03,0.0,0.0,0.0,0.0
18,255,1.0,0.0,0.06,0.03,0.0,0.0,0.0,0.0
1,255,1.0,0.0,1.0,0.04,0.0,0.0,0.0,0.0
8,255,1.0,0.0,0.12,0.04,0.0,0.0,0.0,0.0
18,255,1.0,0.0,0.06,0.04,0.0,0.0,0.0,0.0
28,255,1.0,0.0,0.04,0.04,0.0,0.0,0.0,0.0
38,255,1.0,0.0,0.03,0.04,0.0,0.0,0.0,0.0
48,255,1.0,0.0,0.02,0.04,0.0,0.0,0.0,0.0
58,255,1.0,0.0,0.02,0.04,0.0,0.0,0.0,0.0
68,255,1.0,0.0,0.01,0.04,0.0,0.0,0.0,0.0
78,255,1.0,0.0,0.01,0.04,0.0,0.0,0.0,0.0
88,255,1.0,0.0,0.01,0.04,0.0,0.0,0.0,0.0
98,255,1.0,0.0,0.01,0.04,0.0,0.0,0.0,0.0
108,255,1.0,0.0,0.01,0.04,0.0,0.0,0.0,0.0
118,255,1.0,0.0,0.01,0.04,0.0,0.0,0.0,0.0
128,255,1.0,0.0,0.01,0.03,0.0,0.0,0.0,0.0
138,255,1.0,0.0,0.01,0.03,0.0,0.0,0.01,0.01
148,255,1.0,0.0,0.01,0.02,0.0,0.0,0.01,0.0
158,255,1.0,0.0,0.01,0.02,0.0,0.0,0.01,0.0
168,255,1.0,0.0,0.01,0.02,0.0,0.0,0.01,0.0
178,255,1.0,0.0,0.01,0.02,0.0,0.0,0.01,0.0
188,255,1.0,0.0,0.01,0.02,0.0,0.0,0.01,0.0
198,255,1.0,0.0,0.01,0.02,0.0,0.0,0.01,0.0
208,255,1.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0
218,255,1.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0
1,255,1.0,0.0,1.0,0.02,0.0,0.0,0.0,0.0
8,255,1.0,0.0,0.12,0.02,0.0,0.0,0.0,0.0
18,255,1.0,0.0,0.06,0.02,0.0,0.0,0.0,0.0
28,255,1.0,0.0,0.04,0.02,0.0,0.0,0.0,0.0
38,255,1.0,0.0,0.03,0.02,0.0,0.0,0.0,0.0
48,255,1.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0
58,255,1.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0
68,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0
78,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0
88,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0
98,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0
108,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0
118,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0
128,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0
138,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0
148,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0
158,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0
168,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0
178,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0
188,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0
198,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0
208,255,1.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0
3,255,1.0,0.0,0.33,0.02,0.0,0.0,0.0,0.0
13,255,1.0,0.0,0.08,0.02,0.0,0.0,0.0,0.0
23,255,1.0,0.0,0.04,0.02,0.0,0.0,0.0,0.0
33,255,1.0,0.0,0.03,0.02,0.0,0.0,0.0,0.0
43,255,1.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0
53,255,1.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0
9,255,1.0,0.0,0.11,0.01,0.0,0.0,0.0,0.0
19,255,1.0,0.0,0.05,0.01,0.0,0.0,0.0,0.0
29,255,1.0,0.0,0.03,0.01,0.0,0.0,0.0,0.0
39,255,1.0,0.0,0.03,0.01,0.0,0.0,0.0,0.0
49,255,1.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0
59,255,1.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0
69,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0
79,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0
89,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0
99,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0
109,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0
119,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0
129,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0
139,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0
149,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0
159,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0
169,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0
7,255,1.0,0.0,0.14,0.02,0.0,0.0,0.0,0.0
17,255,1.0,0.0,0.06,0.02,0.0,0.0,0.0,0.0
27,255,1.0,0.0,0.04,0.02,0.0,0.0,0.0,0.0
1,255,1.0,0.0,1.0,0.02,0.0,0.01,0.0,0.0
11,255,1.0,0.0,0.09,0.02,0.0,0.01,0.0,0.0
21,255,1.0,0.0,0.05,0.02,0.0,0.01,0.0,0.0
31,255,1.0,0.0,0.03,0.02,0.0,0.01,0.0,0.0
41,255,1.0,0.0,0.02,0.02,0.0,0.01,0.0,0.0
7,255,1.0,0.0,0.14,0.02,0.0,0.01,0.0,0.0
17,255,1.0,0.0,0.06,0.02,0.0,0.01,0.0,0.0
2,255,1.0,0.0,0.5,0.03,0.0,0.01,0.0,0.0
12,255,1.0,0.0,0.08,0.03,0.0,0.01,0.0,0.0
22,255,1.0,0.0,0.05,0.03,0.0,0.01,0.05,0.0
32,255,1.0,0.0,0.03,0.03,0.0,0.01,0.03,0.0
42,255,1.0,0.0,0.02,0.03,0.0,0.01,0.02,0.0
52,255,1.0,0.0,0.02,0.03,0.0,0.01,0.02,0.0
62,255,1.0,0.0,0.02,0.03,0.0,0.01,0.02,0.0
72,255,1.0,0.0,0.01,0.03,0.0,0.01,0.01,0.0
82,255,1.0,0.0,0.01,0.03,0.0,0.01,0.01,0.0
92,255,1.0,0.0,0.01,0.03,0.0,0.01,0.01,0.0
102,255,1.0,0.0,0.01,0.03,0.0,0.01,0.01,0.0
112,255,1.0,0.0,0.01,0.03,0.0,0.01,0.01,0.0
122,255,1.0,0.0,0.01,0.03,0.0,0.01,0.01,0.0
132,255,1.0,0.0,0.01,0.03,0.0,0.01,0.01,0.0
142,255,1.0,0.0,0.01,0.03,0.01,0.01,0.01,0.0
152,255,1.0,0.0,0.01,0.02,0.01,0.01,0.01,0.0
162,255,1.0,0.0,0.01,0.02,0.01,0.01,0.01,0.0
172,255,1.0,0.0,0.01,0.02,0.01,0.01,0.01,0.0
182,255,1.0,0.0,0.01,0.02,0.01,0.0,0.01,0.0
192,255,1.0,0.0,0.01,0.02,0.01,0.0,0.01,0.0
202,255,1.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0
212,255,1.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0
222,255,1.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0
232,255,1.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0
242,255,1.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0
252,255,1.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,255,1.0,0.0,0.1,0.01,0.0,0.0,0.0,0.0
20,255,1.0,0.0,0.05,0.01,0.0,0.0,0.0,0.0
30,255,1.0,0.0,0.03,0.01,0.0,0.0,0.0,0.0
40,255,1.0,0.0,0.03,0.01,0.0,0.0,0.0,0.0
8,255,1.0,0.0,0.12,0.01,0.0,0.0,0.0,0.0
18,255,1.0,0.0,0.06,0.01,0.0,0.0,0.0,0.0
6,255,1.0,0.0,0.17,0.02,0.17,0.01,0.0,0.0
16,255,1.0,0.0,0.06,0.02,0.06,0.01,0.0,0.0
6,255,1.0,0.0,0.17,0.02,0.0,0.01,0.0,0.0
